D:\senior-project\python3-idiom\idiom-dict-comprehension.py_i5,D:\senior-project\python3-idiom\nonidiom-dict-comprehension.py_n5
D:\senior-project\python3-idiom\idiom-enumerate.py_i9,D:\senior-project\python3-idiom\nonidiom-enumerate.py_n7
D:\senior-project\python3-idiom\nonidiom-enumerate.py_n7,D:\senior-project\python3-idiom\idiom-enumerate.py_i9
D:\senior-project\python3-idiom\nonidiom-enumerate.py_n11,D:\senior-project\python3-idiom\nonidiom-enumerate.py_n7
D:\senior-project\python3-idiom\nonidiom-list-comprehension.py_n24,D:\senior-project\python3-idiom\nonidiom-enumerate.py_n10
